insured_id,full_name,birth_date,driver_age,profession,annual_income,region
INS_002720,Céline Lefebvre,1976-10-30,30,technicien,45200.0,Grand Est
INS_002721,Grégoire Lopes,1982-06-16,54,technicien,36000.0,Occitanie
INS_002722,Augustin Lopez Le Bourdon,1969-08-02,80,technicien,18900.0,Provence-Alpes-Côte d'Azur
INS_002723,Laurent Jacob,1973-05-16,45,technicien,37000.0,Auvergne-Rhône-Alpes
INS_002724,François Gillet-Gonzalez,1986-12-22,50,chauffeur,21900.0,Île-de-France
INS_002725,Anastasie Peltier-Schneider,1947-05-16,34,technicien,35400.0,Normandie
INS_002726,Alexandrie Raynaud,1992-12-06,78,sans emploi,8000.0,Nouvelle-Aquitaine
INS_002727,Julie Chrétien,1982-08-18,58,commercial,50700.0,Pays de la Loire
INS_002728,Jean Pages,1997-08-22,19,chauffeur,29600.0,Grand Est
INS_002729,Pénélope Chauveau,2003-11-25,42,commerçant,43300.0,Île-de-France
INS_002730,Bernard Lenoir,1969-11-06,80,chauffeur,24800.0,Occitanie
INS_002731,René Barthelemy du Baudry,1990-09-16,32,chef d'entreprise,81900.0,Auvergne-Rhône-Alpes
INS_002732,Josette de la Weber,1974-11-03,71,commerçant,58100.0,Auvergne-Rhône-Alpes
INS_002733,Christophe Garcia-Guyot,1995-10-10,35,technicien,31300.0,Île-de-France
INS_002734,Augustin-Gérard Pires,1979-08-06,58,chauffeur,17300.0,Île-de-France
INS_002735,Nicole Morel,1984-03-06,25,artisan,56100.0,Île-de-France
INS_002736,Juliette Delmas,1961-03-07,34,infirmier,37300.0,Bretagne
INS_002737,Agathe Denis Le Colas,1987-01-11,76,commercial,60500.0,Normandie
INS_002738,Emmanuel-Matthieu Pinto,1946-06-27,24,technicien,36300.0,Occitanie
INS_002739,Nicolas Da Silva,2006-04-01,58,cadre supérieur,50200.0,Île-de-France
INS_002740,Gabrielle Lejeune,1949-02-02,42,ouvrier,27000.0,Bretagne
INS_002741,Guillaume Bourdon,1980-02-21,18,retraité,23400.0,Bretagne
INS_002742,Matthieu Arnaud,1961-08-26,25,cadre,43200.0,Centre-Val de Loire
INS_002743,Gilles-Paul Rodriguez,1959-09-23,52,chef d'entreprise,23800.0,Île-de-France
INS_002744,David Maurice,1986-09-22,65,agriculteur,29400.0,Auvergne-Rhône-Alpes
INS_002745,Bertrand Bègue-Morel,1957-01-02,19,artisan,36000.0,Hauts-de-France
INS_002746,Sabine Le Dupont,1980-04-06,31,chauffeur,27400.0,Normandie
INS_002747,Antoine Delannoy-Poirier,2006-11-04,26,artisan,37400.0,Auvergne-Rhône-Alpes
INS_002748,Yves Benard,1979-06-13,35,chauffeur,25100.0,Auvergne-Rhône-Alpes
INS_002749,Théophile Huet,1967-06-07,53,étudiant,13500.0,Grand Est
INS_002750,Philippe Hebert,1952-07-12,65,retraité,20400.0,Pays de la Loire
INS_002751,Georges Martins,1965-12-03,30,ouvrier,19000.0,Auvergne-Rhône-Alpes
INS_002752,Patricia Guérin,1985-11-02,61,étudiant,9700.0,Normandie
INS_002753,David Laurent Le Seguin,1995-01-20,68,fonctionnaire,38600.0,Pays de la Loire
INS_002754,Odette Gilles,1969-01-02,28,infirmier,29400.0,Pays de la Loire
INS_002755,Thierry Martinez de la Tessier,1948-03-17,56,auto-entrepreneur,18100.0,Provence-Alpes-Côte d'Azur
INS_002756,Théodore Michel,1952-02-03,57,médecin,91000.0,Île-de-France
INS_002757,Hugues Le Fabre,1969-04-07,41,technicien,21800.0,Bretagne
INS_002758,Alexandria-Clémence Weber,1993-06-11,46,commercial,46700.0,Île-de-France
INS_002759,Auguste Hubert,1981-01-07,44,cadre,63100.0,Auvergne-Rhône-Alpes
INS_002760,Paulette-Chantal Evrard,1995-09-08,40,agriculteur,26000.0,Nouvelle-Aquitaine
INS_002761,Sylvie Delmas du Prévost,1962-05-11,68,artisan,39500.0,Île-de-France
INS_002762,Lucie-Jacqueline Boulanger,1960-09-17,22,enseignant,36800.0,Auvergne-Rhône-Alpes
INS_002763,Hortense Pineau,1965-03-26,25,chef d'entreprise,28800.0,Île-de-France
INS_002764,Georges Hebert,1991-07-26,63,cadre supérieur,95100.0,Nouvelle-Aquitaine
INS_002765,Maryse Chevalier,1967-07-29,32,retraité,17200.0,Hauts-de-France
INS_002766,Astrid Le Guibert,1975-11-25,36,technicien,27500.0,Grand Est
INS_002767,Maurice Humbert-Rolland,1981-04-08,63,agriculteur,30600.0,Grand Est
INS_002768,René Moulin,1994-04-25,54,commercial,55100.0,Bretagne
INS_002769,Christine Seguin,1961-10-18,70,ouvrier,21800.0,Nouvelle-Aquitaine
INS_002770,Jean Bouvier de Faure,1971-02-19,21,étudiant,8000.0,Pays de la Loire
INS_002771,Claudine du Lefort,2000-12-05,25,auto-entrepreneur,35700.0,Île-de-France
INS_002772,Éric du Garcia,1955-11-27,56,sans emploi,12900.0,Nouvelle-Aquitaine
INS_002773,Julie Salmon,1980-05-03,19,technicien,30100.0,Grand Est
INS_002774,Capucine Marchand,2000-03-05,76,cadre supérieur,74100.0,Occitanie
INS_002775,Alexandrie Blot,1955-12-01,75,chauffeur,29300.0,Hauts-de-France
INS_002776,Christophe Buisson,2000-01-05,20,agriculteur,19500.0,Nouvelle-Aquitaine
INS_002777,Pauline Monnier,1953-06-05,69,cadre supérieur,78100.0,Nouvelle-Aquitaine
INS_002778,Isabelle Mendès-Cousin,1952-11-23,35,infirmier,30900.0,Auvergne-Rhône-Alpes
INS_002779,Catherine Mace,1948-03-31,38,chef d'entreprise,34000.0,Occitanie
INS_002780,Sophie Lejeune,1985-02-21,43,cadre,63200.0,Auvergne-Rhône-Alpes
INS_002781,Luce Boulay,1975-06-16,76,retraité,13400.0,Île-de-France
INS_002782,Éric Ramos,1993-08-27,78,chef d'entreprise,66800.0,Grand Est
INS_002783,Aurélie de la Robert,1982-10-17,26,cadre supérieur,76100.0,Île-de-France
INS_002784,Susanne Gillet,1965-08-02,73,médecin,126100.0,Provence-Alpes-Côte d'Azur
INS_002785,Pierre Mace,1982-06-13,64,ouvrier,24300.0,Bretagne
INS_002786,Gabriel Léger,1976-06-23,70,chef d'entreprise,77700.0,Bretagne
INS_002787,Roland Paul,2001-12-05,34,cadre supérieur,106800.0,Bretagne
INS_002788,Dominique-Pénélope Renault,1965-09-25,25,cadre,39900.0,Île-de-France
INS_002789,Dorothée Meunier,1948-01-15,57,infirmier,34000.0,Pays de la Loire
INS_002790,Martin Le Bruneau,2000-10-24,35,technicien,32800.0,Provence-Alpes-Côte d'Azur
INS_002791,Capucine Perrot,1963-05-05,38,chauffeur,23400.0,Normandie
INS_002792,Guy Paris,1976-01-21,58,ouvrier,22700.0,Occitanie
INS_002793,Émile Hervé-Poirier,2007-09-11,48,artisan,26200.0,Grand Est
INS_002794,Gabriel Martineau,1962-12-14,38,fonctionnaire,34200.0,Pays de la Loire
INS_002795,François Courtois,1998-03-30,36,auto-entrepreneur,29200.0,Provence-Alpes-Côte d'Azur
INS_002796,Alexandre Joseph,2002-04-05,53,chef d'entreprise,88200.0,Normandie
INS_002797,Élise Robert-Camus,1997-11-05,31,enseignant,26700.0,Provence-Alpes-Côte d'Azur
INS_002798,Julien Martins,1963-02-26,80,commercial,23500.0,Occitanie
INS_002799,Pénélope-Simone Dijoux,1953-05-07,70,étudiant,12800.0,Nouvelle-Aquitaine
INS_002800,Lucie Masson,1990-07-10,24,auto-entrepreneur,28600.0,Nouvelle-Aquitaine
INS_002801,Matthieu Lesage,1976-06-22,78,agriculteur,19400.0,Auvergne-Rhône-Alpes
INS_002802,Daniel Lopes,1991-06-29,59,retraité,21500.0,Île-de-France
INS_002803,Joseph Chevalier,1992-04-15,76,agriculteur,32200.0,Nouvelle-Aquitaine
INS_002804,Auguste Millet-Barbier,1977-05-05,73,retraité,24000.0,Grand Est
INS_002805,Michel-Thomas Guyon,1977-09-16,35,étudiant,10500.0,Occitanie
INS_002806,Hugues Morel,1972-09-13,78,infirmier,26800.0,Normandie
INS_002807,Margaud de la Pascal,1987-01-19,65,artisan,49800.0,Île-de-France
INS_002808,Timothée Techer,1945-11-25,75,cadre supérieur,102700.0,Occitanie
INS_002809,Théodore Mallet,2000-05-05,46,fonctionnaire,46600.0,Nouvelle-Aquitaine
INS_002810,Yves Pierre-Aubry,1975-01-06,77,artisan,38200.0,Hauts-de-France
INS_002811,Éléonore Peron,1976-09-10,50,chef d'entreprise,49400.0,Occitanie
INS_002812,Eugène Bousquet,2000-07-30,21,médecin,86000.0,Occitanie
INS_002813,Frédérique de Gay,1949-08-20,64,chef d'entreprise,100400.0,Bourgogne-Franche-Comté
INS_002814,Françoise Lacombe-Colin,1947-11-05,36,étudiant,13300.0,Île-de-France
INS_002815,Thibault-Laurent Lefort,1982-03-09,49,sans emploi,8000.0,Hauts-de-France
INS_002816,Valérie Laporte,1986-10-14,61,artisan,26800.0,Île-de-France
INS_002817,Henri Grondin,2000-07-11,21,enseignant,36100.0,Bretagne
INS_002818,Victoire Lombard,1970-02-09,33,fonctionnaire,33600.0,Île-de-France
INS_002819,Valérie Collet,1951-06-25,62,artisan,31000.0,Provence-Alpes-Côte d'Azur
INS_002820,Guy Humbert,2006-06-20,43,technicien,44300.0,Île-de-France
INS_002821,Jeanne Dupré,1972-03-01,31,fonctionnaire,30100.0,Nouvelle-Aquitaine
INS_002822,Nicolas Julien,1987-01-07,63,infirmier,30100.0,Hauts-de-France
INS_002823,Nicole Fischer,1953-06-19,62,cadre supérieur,89600.0,Grand Est
INS_002824,Victoire Brunel,1971-05-10,72,infirmier,33300.0,Bretagne
INS_002825,Alexandre Charpentier-Royer,1977-05-15,28,enseignant,36400.0,Île-de-France
INS_002826,Anne Guilbert,1994-01-08,27,retraité,30000.0,Centre-Val de Loire
INS_002827,Yves-Hugues Bouchet,1970-01-21,80,auto-entrepreneur,26200.0,Auvergne-Rhône-Alpes
INS_002828,Pauline Alexandre,1961-10-27,28,commercial,41100.0,Grand Est
INS_002829,Grégoire Vallée,1991-04-11,55,cadre supérieur,26100.0,Île-de-France
INS_002830,Amélie Le Gall,1973-08-07,48,enseignant,23200.0,Île-de-France
INS_002831,Sébastien Brun-Regnier,1958-05-22,71,cadre supérieur,14400.0,Auvergne-Rhône-Alpes
INS_002832,Thibault Bourdon,1966-03-03,28,agriculteur,15500.0,Provence-Alpes-Côte d'Azur
INS_002833,Aimée Mace de Gillet,1951-01-31,39,artisan,52500.0,Occitanie
INS_002834,Marthe Gosselin,1993-08-28,52,chef d'entreprise,96800.0,Auvergne-Rhône-Alpes
INS_002835,Victor Girard,1978-01-27,70,auto-entrepreneur,27800.0,Nouvelle-Aquitaine
INS_002836,Élodie Barbier,1998-03-15,75,médecin,107700.0,Hauts-de-France
INS_002837,Henriette Charpentier,1995-11-18,64,auto-entrepreneur,39600.0,Grand Est
INS_002838,Margot Pasquier,1958-12-25,80,chauffeur,31900.0,Nouvelle-Aquitaine
INS_002839,Aimé Da Silva-Lefebvre,1992-12-21,49,enseignant,30200.0,Île-de-France
INS_002840,Caroline du Vallée,1948-01-24,41,ouvrier,21700.0,Auvergne-Rhône-Alpes
INS_002841,Henri Laurent de la Lefort,1994-01-22,58,commercial,50300.0,Île-de-France
INS_002842,Alfred Maillard-Bouvet,1953-03-10,74,fonctionnaire,53700.0,Grand Est
INS_002843,Noémi Payet,1996-12-13,79,commerçant,51200.0,Bretagne
INS_002844,Augustin-Auguste Legrand,1977-03-08,34,sans emploi,9400.0,Bretagne
INS_002845,Aimée Garcia,1992-03-09,44,chef d'entreprise,87800.0,Bourgogne-Franche-Comté
INS_002846,Clémence Gauthier-Guyon,1982-06-15,37,fonctionnaire,29800.0,Auvergne-Rhône-Alpes
INS_002847,Élise Seguin,1999-07-15,25,agriculteur,22400.0,Occitanie
INS_002848,Pauline Blanchet,1992-03-28,54,retraité,11100.0,Centre-Val de Loire
INS_002849,Guillaume Albert de la Roussel,1962-01-18,49,chef d'entreprise,46100.0,Bourgogne-Franche-Comté
INS_002850,Sylvie-Michelle Klein,1972-06-17,47,chauffeur,41400.0,Provence-Alpes-Côte d'Azur
INS_002851,Lucas Guilbert-Lopes,1975-11-07,60,agriculteur,41700.0,Île-de-France
INS_002852,Claude Moulin-Weber,1946-06-26,36,auto-entrepreneur,25100.0,Île-de-France
INS_002853,Nathalie Guichard,1993-06-13,36,infirmier,31400.0,Normandie
INS_002854,Maurice Hubert,1981-10-21,21,artisan,35300.0,Occitanie
INS_002855,Louis Pires,1960-01-09,18,cadre supérieur,43400.0,Île-de-France
INS_002856,Valentine Thibault,1952-04-06,40,chauffeur,29700.0,Bretagne
INS_002857,Jacques Meunier de Gauthier,1980-09-25,27,agriculteur,19300.0,Bourgogne-Franche-Comté
INS_002858,Patrick de la Perez,1954-04-21,27,fonctionnaire,23200.0,Centre-Val de Loire
INS_002859,Thérèse Barbe de la Lopez,1993-09-29,36,étudiant,8000.0,Auvergne-Rhône-Alpes
INS_002860,Lucas-Honoré Traore,1966-09-07,77,auto-entrepreneur,37300.0,Nouvelle-Aquitaine
INS_002861,Alfred Lebrun,1988-10-21,24,technicien,13800.0,Bretagne
INS_002862,Odette Thomas Le Blot,1958-07-31,56,infirmier,36100.0,Auvergne-Rhône-Alpes
INS_002863,Victoire Morvan-Didier,1965-02-12,55,ouvrier,22100.0,Île-de-France
INS_002864,Isaac Pinto-Neveu,1975-10-30,34,étudiant,8000.0,Île-de-France
INS_002865,Audrey Duval-Lamy,1989-06-14,37,commerçant,42000.0,Hauts-de-France
INS_002866,Charlotte Boulay,1946-04-04,52,retraité,26900.0,Île-de-France
INS_002867,Chantal de la Philippe,1972-12-19,62,ouvrier,29000.0,Auvergne-Rhône-Alpes
INS_002868,Alfred Lamy,1976-08-05,47,chef d'entreprise,85800.0,Nouvelle-Aquitaine
INS_002869,Véronique de la Bouvet,2000-06-22,19,retraité,16600.0,Bretagne
INS_002870,Noémi Petit,1964-02-04,79,cadre supérieur,79800.0,Pays de la Loire
INS_002871,Lucie Fouquet,2003-06-26,37,commercial,40600.0,Pays de la Loire
INS_002872,Raymond-Isaac Bonneau,2001-06-10,41,agriculteur,14200.0,Île-de-France
INS_002873,Danielle-Claire Charpentier,1978-05-13,21,commerçant,62900.0,Provence-Alpes-Côte d'Azur
INS_002874,Thibault Le Paul,1983-06-26,26,technicien,21600.0,Nouvelle-Aquitaine
INS_002875,Susan Lacroix,2004-05-18,51,cadre supérieur,37000.0,Occitanie
INS_002876,Émile Hardy,1990-06-13,23,cadre,57900.0,Île-de-France
INS_002877,Adrienne Prévost,1971-08-17,36,artisan,32300.0,Hauts-de-France
INS_002878,Noël Mercier,2007-12-24,73,médecin,89800.0,Île-de-France
INS_002879,Honoré Boutin,1957-03-22,31,agriculteur,27800.0,Hauts-de-France
INS_002880,René Albert,1966-04-03,65,commerçant,33100.0,Centre-Val de Loire
INS_002881,Thierry Bigot,1982-11-06,72,chauffeur,27500.0,Île-de-France
INS_002882,Jérôme Bousquet,1980-08-16,64,infirmier,37400.0,Centre-Val de Loire
INS_002883,Jérôme Techer-Garcia,2003-11-09,30,cadre supérieur,79600.0,Île-de-France
INS_002884,Guy-Marcel Mary,1991-05-07,27,cadre supérieur,43700.0,Grand Est
INS_002885,Océane Adam,1980-09-30,24,artisan,26000.0,Occitanie
INS_002886,Auguste de la Henry,1991-06-07,46,agriculteur,27100.0,Nouvelle-Aquitaine
INS_002887,Emmanuel-Gilles Thibault,1951-11-05,29,artisan,30700.0,Normandie
INS_002888,Nathalie Le Bruneau,1994-01-13,34,commerçant,54400.0,Normandie
INS_002889,Laure-Thérèse Lacroix,1955-12-28,45,retraité,27300.0,Île-de-France
INS_002890,Franck Robin-Bonneau,1954-08-17,29,cadre supérieur,48600.0,Île-de-France
INS_002891,Noël Martin,1965-10-08,52,enseignant,36700.0,Auvergne-Rhône-Alpes
INS_002892,Daniel Gros,1996-04-03,36,auto-entrepreneur,42500.0,Auvergne-Rhône-Alpes
INS_002893,Sylvie Millet,1964-06-17,60,artisan,48500.0,Auvergne-Rhône-Alpes
INS_002894,Georges Vaillant,1970-03-04,62,technicien,27900.0,Pays de la Loire
INS_002895,Thérèse Monnier,1965-01-14,19,retraité,16500.0,Auvergne-Rhône-Alpes
INS_002896,Margaud de Texier,1998-06-16,54,artisan,41300.0,Nouvelle-Aquitaine
INS_002897,Timothée Lopes,1990-03-19,60,infirmier,37100.0,Grand Est
INS_002898,Simone Camus,1989-03-10,76,cadre,56600.0,Bretagne
INS_002899,Zacharie-Charles Pascal,2002-01-31,35,chauffeur,16600.0,Île-de-France
INS_002900,Dorothée Laurent,1999-12-19,40,sans emploi,13300.0,Occitanie
INS_002901,Marie Petitjean,1972-02-12,51,agriculteur,33300.0,Nouvelle-Aquitaine
INS_002902,Élisabeth Weber Le Colin,2004-03-10,29,commercial,65100.0,Grand Est
INS_002903,Eugène Pichon,1968-02-21,47,chef d'entreprise,43500.0,Provence-Alpes-Côte d'Azur
INS_002904,Adrien Le Boulanger,1951-04-30,35,chauffeur,19600.0,Pays de la Loire
INS_002905,Jeannine Gaudin,2003-06-17,71,infirmier,31700.0,Grand Est
INS_002906,Laetitia Fontaine Le Clerc,1975-07-24,79,technicien,28800.0,Occitanie
INS_002907,Gilbert Paris,1984-10-16,67,sans emploi,8000.0,Grand Est
INS_002908,Alix-Sylvie Raynaud,1985-03-25,26,fonctionnaire,26600.0,Provence-Alpes-Côte d'Azur
INS_002909,Diane Reynaud,1992-08-23,22,chef d'entreprise,16300.0,Île-de-France
INS_002910,Caroline Morel-Lemaître,1947-03-20,32,sans emploi,8200.0,Île-de-France
INS_002911,Emmanuel Payet,1950-08-13,38,artisan,16900.0,Provence-Alpes-Côte d'Azur
INS_002912,Antoine Hebert,1985-07-24,24,enseignant,32000.0,Bretagne
INS_002913,Hugues Pereira,1999-06-12,80,sans emploi,11500.0,Occitanie
INS_002914,Étienne-Victor Bonneau,1991-11-10,21,commercial,28300.0,Grand Est
INS_002915,Margaud Lacombe,1956-01-22,46,artisan,54400.0,Pays de la Loire
INS_002916,Mathilde-Agathe Chartier,1970-10-19,77,cadre supérieur,77800.0,Île-de-France
INS_002917,Arthur Olivier,1997-05-18,58,artisan,31300.0,Hauts-de-France
INS_002918,Claudine Le Perez,1956-04-09,30,étudiant,8000.0,Auvergne-Rhône-Alpes
INS_002919,Guillaume Raynaud,1957-11-30,65,retraité,20100.0,Île-de-France
INS_002920,Odette de la Bousquet,1992-06-13,69,agriculteur,21600.0,Pays de la Loire
INS_002921,Honoré Paris,1980-09-18,60,commercial,25300.0,Île-de-France
INS_002922,Jean Turpin,1981-03-12,69,cadre,41600.0,Île-de-France
INS_002923,Roland Barthelemy,1950-12-14,52,cadre supérieur,57000.0,Normandie
INS_002924,Éric Chauveau,1950-11-04,29,médecin,99800.0,Provence-Alpes-Côte d'Azur
INS_002925,Aimée Gosselin,1956-01-25,54,agriculteur,9100.0,Normandie
INS_002926,Franck Diaz,1968-12-29,40,agriculteur,28500.0,Nouvelle-Aquitaine
INS_002927,Gérard Le Gall,1998-02-24,46,commerçant,54300.0,Occitanie
INS_002928,Christophe Le Vincent,1969-04-18,73,technicien,20000.0,Île-de-France
INS_002929,Emmanuel Lopes de la Moreno,1965-04-11,24,commercial,50100.0,Île-de-France
INS_002930,Étienne Maillard-Bourgeois,1956-07-22,21,enseignant,37200.0,Grand Est
INS_002931,Gilles Rocher du Aubry,1951-03-22,36,médecin,125900.0,Bourgogne-Franche-Comté
INS_002932,Mathilde Lévêque,1994-01-22,42,fonctionnaire,37100.0,Provence-Alpes-Côte d'Azur
INS_002933,Stéphanie de la Da Silva,2005-03-24,36,commercial,44900.0,Île-de-France
INS_002934,Nathalie-Colette Tanguy,1981-03-24,72,enseignant,29500.0,Hauts-de-France
INS_002935,Marie Imbert,1996-06-26,52,agriculteur,22700.0,Provence-Alpes-Côte d'Azur
INS_002936,François Le Goff Le Robin,1977-09-25,55,artisan,50400.0,Occitanie
INS_002937,Gilles de la Bigot,1961-10-31,44,fonctionnaire,33800.0,Auvergne-Rhône-Alpes
INS_002938,Raymond Delmas,1985-02-27,74,médecin,74700.0,Pays de la Loire
INS_002939,Christine Bigot,1982-05-15,39,chauffeur,29100.0,Bourgogne-Franche-Comté
INS_002940,Michelle Delmas,1982-06-20,33,cadre,78500.0,Occitanie
INS_002941,Isaac Boutin,1951-12-28,44,cadre,48700.0,Hauts-de-France
INS_002942,Adrienne Leroux,1971-12-13,74,commercial,43800.0,Hauts-de-France
INS_002943,Maggie Jourdan,2002-04-15,20,chauffeur,25800.0,Occitanie
INS_002944,Joseph Schneider,1955-08-26,59,enseignant,33700.0,Nouvelle-Aquitaine
INS_002945,Éléonore Chrétien-Simon,1973-01-21,80,auto-entrepreneur,21600.0,Auvergne-Rhône-Alpes
INS_002946,Susanne Allain du Foucher,1970-07-23,19,cadre,79600.0,Pays de la Loire
INS_002947,Gilbert Ramos-Besson,1983-04-05,61,étudiant,8000.0,Provence-Alpes-Côte d'Azur
INS_002948,Noémi Ribeiro,1947-12-05,53,cadre supérieur,61500.0,Occitanie
INS_002949,Philippe Nicolas-De Oliveira,1972-03-25,45,technicien,31100.0,Provence-Alpes-Côte d'Azur
INS_002950,Sébastien-Luc Allain,1947-03-14,26,commerçant,15000.0,Île-de-France
INS_002951,Danielle Le Godard,2006-03-18,41,artisan,62300.0,Nouvelle-Aquitaine
INS_002952,Élodie de la Dumont,1987-03-12,45,médecin,37200.0,Bretagne
INS_002953,Benjamin Ruiz,1995-05-08,32,enseignant,32900.0,Nouvelle-Aquitaine
INS_002954,Jérôme Albert,1970-05-07,54,commerçant,57900.0,Île-de-France
INS_002955,Adélaïde Delmas,1954-09-09,21,cadre supérieur,80600.0,Île-de-France
INS_002956,Henri Le Gall,1950-06-18,46,chauffeur,22700.0,Île-de-France
INS_002957,François Nguyen-Robin,1991-01-08,74,cadre,44000.0,Auvergne-Rhône-Alpes
INS_002958,Zacharie Berthelot,1998-09-04,26,infirmier,36200.0,Grand Est
INS_002959,Adèle Martel,1955-06-09,22,auto-entrepreneur,20000.0,Auvergne-Rhône-Alpes
INS_002960,Noël Dias,1988-08-31,31,commerçant,19700.0,Occitanie
INS_002961,Noël du Barthelemy,1989-11-21,46,chef d'entreprise,112500.0,Provence-Alpes-Côte d'Azur
INS_002962,Léon Rodriguez,1965-06-15,67,chef d'entreprise,29400.0,Hauts-de-France
INS_002963,Luc Leleu,1966-01-03,62,enseignant,27300.0,Hauts-de-France
INS_002964,Yves Chauveau du Godard,1970-03-18,21,artisan,33400.0,Nouvelle-Aquitaine
INS_002965,Jérôme Camus,1987-08-08,35,ouvrier,22100.0,Île-de-France
INS_002966,Alexandrie-Geneviève Raynaud,1956-08-15,71,chauffeur,18000.0,Centre-Val de Loire
INS_002967,Julien Étienne-Leblanc,1976-12-28,25,enseignant,29400.0,Nouvelle-Aquitaine
INS_002968,Thibault Joseph,1992-10-03,20,chauffeur,33200.0,Centre-Val de Loire
INS_002969,Tristan Rolland,1954-02-05,25,retraité,18100.0,Île-de-France
INS_002970,Alphonse de la Hernandez,1972-10-30,35,cadre,38700.0,Auvergne-Rhône-Alpes
INS_002971,Nathalie Guibert,1956-09-24,21,technicien,24400.0,Auvergne-Rhône-Alpes
INS_002972,Guy Langlois,1969-10-08,49,technicien,47200.0,Île-de-France
INS_002973,Alexandria Bertin,2005-10-14,31,technicien,28400.0,Nouvelle-Aquitaine
INS_002974,Dorothée Goncalves,1970-06-27,52,ouvrier,25000.0,Île-de-France
INS_002975,Catherine du Perez,1967-03-20,77,infirmier,38300.0,Île-de-France
INS_002976,Victor Lebon,1996-01-09,77,médecin,88300.0,Normandie
INS_002977,Édouard Julien,1953-07-05,66,fonctionnaire,39000.0,Île-de-France
INS_002978,Nathalie du Dubois,1976-01-10,73,ouvrier,17800.0,Occitanie
INS_002979,Pauline Pires,1948-10-31,78,cadre,58700.0,Provence-Alpes-Côte d'Azur
INS_002980,Josette Traore,1985-05-07,72,infirmier,24100.0,Centre-Val de Loire
INS_002981,Stéphanie Gaudin Le Valette,1975-03-26,54,commerçant,19000.0,Pays de la Loire
INS_002982,Mathilde Marie,1994-11-20,28,fonctionnaire,37400.0,Centre-Val de Loire
INS_002983,Nathalie Parent,1950-06-10,26,retraité,21600.0,Bretagne
INS_002984,Jean Neveu,1982-07-31,69,fonctionnaire,16800.0,Provence-Alpes-Côte d'Azur
INS_002985,Pierre du Gay,1948-06-16,52,fonctionnaire,40200.0,Auvergne-Rhône-Alpes
INS_002986,Alphonse Rivière du Jacques,1968-07-11,20,technicien,32700.0,Grand Est
INS_002987,Michèle Fleury du Marques,1987-12-04,59,chef d'entreprise,62300.0,Pays de la Loire
INS_002988,Richard Da Costa,1956-08-28,25,cadre supérieur,85100.0,Auvergne-Rhône-Alpes
INS_002989,Patricia Durand,1973-07-18,46,médecin,104900.0,Occitanie
INS_002990,Timothée Da Silva de Hamon,1991-07-05,18,retraité,12000.0,Occitanie
INS_002991,Nicole Menard-Roger,1950-09-11,31,chef d'entreprise,8000.0,Nouvelle-Aquitaine
INS_002992,Christophe Petitjean,1954-07-06,35,commercial,42900.0,Bretagne
INS_002993,Philippine Paris,1967-02-27,29,commerçant,35900.0,Auvergne-Rhône-Alpes
INS_002994,Jacqueline Peron,1997-02-02,34,fonctionnaire,37700.0,Normandie
INS_002995,Suzanne-Alice Garnier,1965-12-22,73,chauffeur,26500.0,Grand Est
INS_002996,David Raynaud,2006-12-10,32,cadre,61200.0,Île-de-France
INS_002997,Laurent Blanchet,2007-02-26,46,cadre,59200.0,Hauts-de-France
INS_002998,Jean Diaz,1992-08-08,53,cadre,68300.0,Provence-Alpes-Côte d'Azur
INS_002999,Noémi Simon,1956-12-26,80,cadre,96500.0,Auvergne-Rhône-Alpes
INS_003000,Victor-Augustin Lesage,2006-03-16,52,chef d'entreprise,37200.0,Provence-Alpes-Côte d'Azur
INS_003001,Sébastien Le Bailly,1984-03-07,46,enseignant,30600.0,Île-de-France
INS_003002,Jacqueline Lemonnier-Girard,1968-12-22,33,commercial,43900.0,Auvergne-Rhône-Alpes
INS_003003,Gabrielle Samson,2004-05-02,22,chef d'entreprise,86600.0,Grand Est
INS_003004,Éric-Guillaume Charrier,1987-09-13,27,infirmier,23400.0,Île-de-France
INS_003005,Noémi Arnaud Le Maillard,1945-09-19,59,chef d'entreprise,49400.0,Nouvelle-Aquitaine
INS_003006,Alain du Descamps,1953-07-29,57,infirmier,34400.0,Île-de-France
INS_003007,Nicolas-Théophile Bousquet,1965-06-11,76,chef d'entreprise,131500.0,Hauts-de-France
INS_003008,Frédéric Moreau-Lacombe,1965-11-06,56,artisan,42700.0,Auvergne-Rhône-Alpes
INS_003009,Thibault Hervé,1991-04-10,50,médecin,36500.0,Pays de la Loire
INS_003010,Suzanne Pruvost du Bousquet,1982-11-24,78,chef d'entreprise,61500.0,Auvergne-Rhône-Alpes
INS_003011,Nath Ollivier-Pascal,1946-03-11,66,cadre,47300.0,Centre-Val de Loire
INS_003012,Margaud Perrot,1997-03-23,79,commercial,34300.0,Île-de-France
INS_003013,Nicolas Bernier,1976-10-31,58,enseignant,12700.0,Hauts-de-France
INS_003014,Denise Maillet-Perrier,1961-07-04,52,ouvrier,17000.0,Provence-Alpes-Côte d'Azur
INS_003015,Vincent Masse,2006-05-14,60,agriculteur,32100.0,Hauts-de-France
INS_003016,Marie Perez,1958-06-22,38,retraité,14200.0,Auvergne-Rhône-Alpes
INS_003017,Michèle Le Klein,1992-09-13,69,infirmier,33800.0,Pays de la Loire
INS_003018,Suzanne Martinez,1955-03-22,32,chef d'entreprise,50800.0,Occitanie
INS_003019,Danielle-Marthe Moreno,1972-08-01,79,artisan,30400.0,Bretagne
